incident_id,project_name,year,source,priority_type,reference,issue_category,issue_subtype,root_cause,impact,affected_contracts,contract_name,attack_surface,start_line,end_line,vulnerable_code
ACF-063,TellerV2,2023,TTWeb,High,https://github.com/sherlock-audit/2023-03-teller-judging/blob/main//invalid/029.md,Access Control,Missing Modifier,"The setMarketRate function is missing access control checks, allowing any user to call the function and modify the interest rate of a market. This could lead to potential financial loss for borrowers and lenders if the market rate is manipulated by unauthorized parties.","Potential unauthorized invocation of submitBid(address _lendingToken, uint256 _marketplaceId, uint256 _principal, uint32 _duration, uint16 _APR, string calldata _metadataURI, address _receiver ) public override whenNotPaused returns (uint256 bidId_).",,TellerV2,"submitBid(address _lendingToken, uint256 _marketplaceId, uint256 _principal, uint32 _duration, uint16 _APR, string calldata _metadataURI, address _receiver ) public override whenNotPaused returns (uint256 bidId_)",272,290,"function submitBid(
        address _lendingToken,
        uint256 _marketplaceId,
        uint256 _principal,
        uint32 _duration,
        uint16 _APR,
        string calldata _metadataURI,
        address _receiver
    ) public override whenNotPaused returns (uint256 bidId_) {
        bidId_ = _submitBid(
            _lendingToken,
            _marketplaceId,
            _principal,
            _duration,
            _APR,
            _metadataURI,
            _receiver
        );
    }"
ACF-064,CollateralManager4,2023,TTWeb,High,https://github.com/sherlock-audit/2023-03-teller-judging/blob/main//invalid/049.md,Access Control,Missing Modifier,"The liquidateCollateral function does not restrict access to only the lender or the liquidator, potentially allowing unauthorized parties to call the function and claim collateral. In the TellerV2Context.sol contract, the liquidateCollateral function lacks proper access control, allowing any address to call the function and potentially claim collateral. This could lead to unauthorized liquidation of loans and loss of collateral.","Potential unauthorized invocation of liquidateCollateral(uint256 _bidId, address _liquidatorAddress).",,CollateralManager,"liquidateCollateral(uint256 _bidId, address _liquidatorAddress)",268,280,"function liquidateCollateral(uint256 _bidId, address _liquidatorAddress)
        external
        onlyTellerV2
    {
        if (isBidCollateralBacked(_bidId)) {
            BidState bidState = tellerV2.getBidState(_bidId);
            require(
                bidState == BidState.LIQUIDATED,
                ""Loan has not been liquidated""
            );
            _withdraw(_bidId, _liquidatorAddress);
        }
    }"
ACF-065,TellerV2Context,2023,TTWeb,High,https://github.com/sherlock-audit/2023-03-teller-judging/blob/main//invalid/054.md,Access Control,Missing Modifier,"The TellerV2Context.sol contract does not have proper access control in place for market management functions. This could potentially allow unauthorized actors to manipulate market parameters, leading to undesirable consequences for borrowers and lenders.","Potential unauthorized invocation of isTrustedMarketForwarder(uint256 _marketId, address _trustedMarketForwarder ) public view returns (bool).",,TellerV2Context,"isTrustedMarketForwarder(uint256 _marketId, address _trustedMarketForwarder ) public view returns (bool)",38,45,"function isTrustedMarketForwarder(
        uint256 _marketId,
        address _trustedMarketForwarder
    ) public view returns (bool) {
        return
            _trustedMarketForwarders[_marketId] == _trustedMarketForwarder ||
            lenderCommitmentForwarder == _trustedMarketForwarder;
    }"
ACF-066,LenderManager,2023,TTWeb,High,https://github.com/sherlock-audit/2023-03-teller-judging/blob/main//invalid/059.md,Access Control,Missing Modifier,"The internal _getLoanMarketId function does not have any access control mechanism. This might lead to unauthorized access to the market ID information. In the LenderManager.sol contract, the _getLoanMarketId function lacks access control, potentially allowing unauthorized parties to access market ID information.",Potential unauthorized invocation of _getLoanMarketId(uint256 _bidId) internal view returns (uint256).,,LenderManager,_getLoanMarketId(uint256 _bidId) internal view returns (uint256),52,54,"function _getLoanMarketId(uint256 _bidId) internal view returns (uint256) {
        return ITellerV2(owner()).getLoanMarketId(_bidId);
    }"
ACF-067,FlashLoanRepay,2023,TTWeb,High,https://github.com/sherlock-audit/2023-04-jojo-judging/blob/main//001-H/122.md,Access Control,Missing Modifier,"The contracts FlashloanRepay, FlashloanLiquidate, GeneralRepay are trying to implement JOJO teams product functionality. FlashloanRepay is trying to repay JUSD by using the deposited collateral. FlashloanLiquidate is trying to implement the liquidation of JOJO team. GeneralRepay is trying to repay JUSD by using the collateral in users’ wallet. DepositStableCoinToDealer is trying to deposit USDC to the JOJODealer. However, the functions FlashloanRepay.JOJOFlashLoan, FlashloanRepay.JOJOFlashLoan, and GeneralRepay.JOJOFlashLoan do not validate that the caller is the JUSDBank, and DepositStableCoinToDealer.depositStableCoin do not validate if the caller is the contract owner. This means any address can call these functions passing arbitrary parameters, which can lead to user loss of funds. For example, a malicious attacker can call FlashLoanRepay.JOJOFlashLoan passing a param that decodes to swapTarget equals to USDC and data that is the calldata for approve or transfer.","Potential unauthorized invocation of JOJOFlashLoan(address asset, uint256 amount, address to, bytes calldata param).",,FlashLoanRepay,"JOJOFlashLoan(address asset, uint256 amount, address to, bytes calldata param)",35,70,"function JOJOFlashLoan(
        address asset,
        uint256 amount,
        address to,
        bytes calldata param
    ) external {
        (address approveTarget, address swapTarget, uint256 minReceive, bytes memory data) = abi
            .decode(param, (address, address, uint256, bytes));
        IERC20(asset).approve(approveTarget, amount);
        (bool success, ) = swapTarget.call(data);
        if (success == false) {
            assembly {
                let ptr := mload(0x40)
                let size := returndatasize()
                returndatacopy(ptr, 0, size)
                revert(ptr, size)
            }
        }
        uint256 USDCAmount = IERC20(USDC).balanceOf(address(this));
        require(USDCAmount >= minReceive, ""receive amount is too small"");
        uint256 JUSDAmount = USDCAmount;

        uint256 borrowBalance = IJUSDBank(jusdBank).getBorrowBalance(to);
        if (USDCAmount <= borrowBalance) {
            IERC20(USDC).approve(jusdExchange, USDCAmount);
            IJUSDExchange(jusdExchange).buyJUSD(USDCAmount, address(this));
        } else {
            IERC20(USDC).approve(jusdExchange, borrowBalance);
            IJUSDExchange(jusdExchange).buyJUSD(borrowBalance, address(this));
            IERC20(USDC).safeTransfer(to, USDCAmount - borrowBalance);
            JUSDAmount = borrowBalance;
        }

        IERC20(JUSD).approve(jusdBank, JUSDAmount);
        IJUSDBank(jusdBank).repay(JUSDAmount, to);
    }"
ACF-068,EmergencyOracleFactory,2023,TTWeb,High,https://github.com/sherlock-audit/2023-04-jojo-judging/blob/main//073-M/203.md,Access Control,Missing Modifier,"newEmergencyOracle() is an external function in the EmergencyOracleFactory.sol used to deploy new Emergency Oracles. There's no access control implemented on it, therefore anyone can deploy an emergency oracle not just JOJO team in the case of an emergency.",Potential unauthorized invocation of newEmergencyOracle(string calldata description).,,EmergencyOracleFactory,newEmergencyOracle(string calldata description),54,59,"function newEmergencyOracle(string calldata description) external {
        address newOracle = address(
            new EmergencyOracle(msg.sender, description)
        );
        emit NewEmergencyOracle(msg.sender, newOracle);
    }"
ACF-069,Operation,2023,TTWeb,High,https://github.com/sherlock-audit/2023-04-jojo-judging/blob/main//invalid/370.md,Access Control,Missing Modifier,Lack of access control to several functions in Operation.sol,"Potential unauthorized invocation of setFundingRateKeeper(Types.State storage state, address newKeeper).",,Operation,"setFundingRateKeeper(Types.State storage state, address newKeeper)",95,101,"function setFundingRateKeeper(Types.State storage state, address newKeeper)
        external
    {
        address oldKeeper = state.fundingRateKeeper;
        state.fundingRateKeeper = newKeeper;
        emit SetFundingRateKeeper(oldKeeper, newKeeper);
    }"
ACF-070,JUSDMulticall,2023,TTWeb,High,https://github.com/sherlock-audit/2023-04-jojo-judging/blob/main//invalid/376.md,Access Control,Missing Modifier,"The multiCall() function in JUSDMulticall.sol has no access control. And JUSDBank.sol inherits from it. As a result, anyone can call this function to perform anything, such as draining the fund or call selfdestruct to ruin the contract. Function multiCall() use delegatecall, which allows the caller to do literally anything.",Potential unauthorized invocation of multiCall(bytes[] memory callData ) external returns (bytes[] memory returnData).,,JUSDMulticall,multiCall(bytes[] memory callData ) external returns (bytes[] memory returnData),13,32,"function multiCall(
        bytes[] memory callData
    ) external returns (bytes[] memory returnData) {
        returnData = new bytes[](callData.length);

        for (uint256 i; i < callData.length; i++) {
            (bool success, bytes memory res) = address(this).delegatecall(
                callData[i]
            );
            if (success == false) {
                assembly {
                    let ptr := mload(0x40)
                    let size := returndatasize()
                    returndatacopy(ptr, 0, size)
                    revert(ptr, size)
                }
            }
            returnData[i] = res;
        }
    }"
ACF-071,FootiumAcademy,2023,TTWeb,High,https://github.com/sherlock-audit/2023-04-footium-judging/blob/main//false/259.md,Access Control,Missing Modifier,"Within the FootiumAcademy#mintPlayers(), there is no validation to check whether or not the caller would be the owner. This lead to unexpected-situation that anyone can call the FootiumAcademy#mintPlayers() and mint players freely.","Potential unauthorized invocation of mintPlayers(SeasonID seasonId, uint256 clubId, uint256 divisionTier, uint256[] calldata generationIds, bytes32[] calldata divisionProof).",,FootiumAcademy,"mintPlayers(SeasonID seasonId, uint256 clubId, uint256 divisionTier, uint256[] calldata generationIds, bytes32[] calldata divisionProof)",166,212,"function mintPlayers(
        SeasonID seasonId,
        uint256 clubId,
        uint256 divisionTier,
        uint256[] calldata generationIds,
        bytes32[] calldata divisionProof
    ) external payable whenNotPaused nonReentrant {
        uint256 totalFee = _validateMintingParams(
            seasonId,
            clubId,
            divisionTier,
            generationIds,
            divisionProof
        );

        uint256 generationId;

        for (uint256 i = 0; i < generationIds.length; ) {
            generationId = generationIds[i];

            if (generationId > _maxGenerationId) {
                revert GenerationIDTooHigh(generationId, _maxGenerationId);
            }

            if (redeemed[seasonId][clubId][generationId]) {
                revert PlayerAlreadyRedeemed(generationId);
            }

            redeemed[seasonId][clubId][generationId] = true;

            uint256 playerId = _footiumPlayer.safeMint(
                _footiumClub.clubToEscrow(clubId)
            );

            emit AcademyPlayerMinted(seasonId, clubId, generationId, playerId);

            unchecked {
                i++;
            }
        }

        // forward total fee to the prize distributor contract
        (bool sent, ) = _prizeDistributorAddress.call{value: totalFee}("""");
        if (!sent) {
            revert FailedToSendETH(totalFee);
        }
    }"
ACF-072,FootiumGeneralPaymentContract,2023,TTWeb,High,https://github.com/sherlock-audit/2023-04-footium-judging/blob/main//false/265.md,Access Control,Missing Modifier,The makePayment function allows any address to make a payment for any club. This could lead to unauthorized users paying on behalf of a club or causing disruptions in the payment process.,"Potential unauthorized invocation of makePayment(uint256 _clubId, string calldata _message).",,FootiumGeneralPaymentContract,"makePayment(uint256 _clubId, string calldata _message)",84,104,"function makePayment(uint256 _clubId, string calldata _message)
        external
        payable
        whenNotPaused
        nonReentrant
    {
        if (msg.sender != footiumClub.ownerOf(_clubId)) {
            revert NotClubOwner(_clubId, msg.sender);
        }

        if (msg.value <= 0) {
            revert IncorrectETHAmount(msg.value);
        }

        (bool sent, ) = paymentReceiverAddress.call{value: msg.value}("""");
        if (!sent) {
            revert FailedToSendETH(msg.value);
        }

        emit PaymentMade(_clubId, msg.value, _message);
    }"
ACF-073,ERC20Token,2023,TTWeb,High,https://github.com/sherlock-audit/2023-04-unitasprotocol-judging/blob/main//false/126.md,Access Control,Missing Modifier,"once revoke function is called, no one will have the guardian role. revokeGuardian remove the only one guardian role , and no one has the guardian role may cause the function can never be accessed.",Potential unauthorized invocation of revokeGuardian(address oldGuardian).,,ERC20Token,revokeGuardian(address oldGuardian),123,126,"function revokeGuardian(address oldGuardian) external onlyGuardian {
        require(oldGuardian != address(0), ""oldGuardian cannot be the zero address"");
        _revokeRole(GUARDIAN_ROLE, oldGuardian);
    }"
ACF-074,ClaimModule,2023,TTWeb,High,https://github.com/sherlock-audit/2023-05-Index-judging/blob/main//001-H/054.md,Access Control,Missing Modifier,"The removeModule() in ClaimModule.sol marked as external. Everyone could call this function to execute the function and remove modules from the contract. Anyone could remove modules to cause a major disruption in the protocol's operation. Let's say Alice is able to call removeModule(), she may able to stop the protocol's services.",Potential unauthorized invocation of removeModule().,,ClaimModule,removeModule(),264,289,"function removeModule() external override {
        delete anyoneClaim[ISetToken(msg.sender)];

        // explicitly delete all elements for gas refund
        address[] memory setTokenPoolList = rewardPoolList[ISetToken(msg.sender)];
        for (uint256 i = 0; i < setTokenPoolList.length; i++) {

            address[] storage adapterList = claimSettings[ISetToken(msg.sender)][setTokenPoolList[i]];
            for (uint256 j = 0; j < adapterList.length; j++) {

                address toRemove = adapterList[j];
                claimSettingsStatus[ISetToken(msg.sender)][setTokenPoolList[i]][toRemove] = false;

                delete adapterList[j];
            }
            delete claimSettings[ISetToken(msg.sender)][setTokenPoolList[i]];
        }

        for (uint256 i = 0; i < rewardPoolList[ISetToken(msg.sender)].length; i++) {
            address toRemove = rewardPoolList[ISetToken(msg.sender)][i];
            rewardPoolStatus[ISetToken(msg.sender)][toRemove] = false;

            delete rewardPoolList[ISetToken(msg.sender)][i];
        }
        delete rewardPoolList[ISetToken(msg.sender)];
    }"
ACF-075,CVE-2018-10666,2018,CVE,High,https://nvd.nist.gov/vuln/detail/CVE-2018-10666,Access Control,Missing Modifier,"the Owned smart contract implementation for Aurora IDEX Membership (IDXM), an Ethereum ERC20 token, allows attackers to acquire contract ownership because the setOwner function is declared as public. A new owner can subsequently modify variables.t",Potential unauthorized invocation of setOwner(address _owner) returns (bool success).,,Owned,setOwner(address _owner) returns (bool success),37,40,"function setOwner(address _owner) returns (bool success) {
    owner = _owner;
    return true;
  }"
ACF-076,CVE-2018-10705,2018,CVE,High,https://nvd.nist.gov/vuln/detail/CVE-2018-10705,Access Control,Missing Modifier,"The Owned smart contract implementation for Aurora DAO (AURA), an Ethereum ERC20 token, allows attackers to acquire contract ownership because the setOwner function is declared as public. An attacker can then conduct a lockBalances() denial of service attack.",Potential unauthorized invocation of setOwner(address _owner) returns (bool success).,,Owned,setOwner(address _owner) returns (bool success),31,34,"function setOwner(address _owner) returns (bool success) {
    owner = _owner;
    return true;
  }"
ACF-077,CVE-2018-11329,2018,CVE,High,https://nvd.nist.gov/vuln/detail/CVE-2018-11329,Access Control,Missing Modifier,"The DrugDealer function of a smart contract implementation for Ether Cartel, an Ethereum game, allows attackers to take over the contract's ownership, aka ceoAnyone. After that, all the digital assets (including Ether balance and tokens) might be manipulated by the attackers, as exploited in the wild in May 2018.",Potential unauthorized invocation of DrugDealer().,,EtherCartel,DrugDealer(),22,24,"function DrugDealer() public{
        ceoAddress=msg.sender;
    }"
ACF-078,CVE-2018-17111,2018,CVE,High,https://nvd.nist.gov/vuln/detail/CVE-2018-17111,Access Control,Missing Modifier,"The onlyOwner modifier of a smart contract implementation for Coinlancer (CL), an Ethereum ERC20 token, has a potential access control vulnerability. All contract users can access functions that use this onlyOwner modifier, because the comparison between msg.sender and owner is incorrect.",Potential unauthorized invocation of onlyOwner().,,Coinlancer,onlyOwner(),56,61,"modifier onlyOwner() {
         require(msg.sender != owner); {

          }
          _;
      }"
ACF-079,CVE-2018-19831,2018,CVE,High,https://nvd.nist.gov/vuln/detail/CVE-2018-19831,Access Control,Missing Modifier,"The ToOwner() function of a smart contract implementation for Cryptbond Network (CBN), an tradable Ethereum ERC20 token, allows attackers to change the owner of the contract, because the function does \xmarkt check the caller's identity.",Potential unauthorized invocation of ToOwner().,,Cryptbond,ToOwner(),99,104,"function ToOwner(

    ) public {
        balances[msg.sender] = totalSupply;               // Give the creator all initial tokens
        owner = msg.sender;
    }"
ACF-080,CVE-2018-19832,2018,CVE,High,https://nvd.nist.gov/vuln/detail/CVE-2018-19832,Access Control,Missing Modifier,"The NETM() function of a smart contract implementation for NewIntelTechMedia (NETM), an tradable Ethereum ERC20 token, allows attackers to change the owner of the contract, because the function does \xmarkt check the caller's identity.",Potential unauthorized invocation of NETM().,,NewIntelTechMedia,NETM(),107,110,"function NETM() public {
        owner = msg.sender;
        balances[owner] = totalDistributed;
    }"
ACF-081,CVE-2018-19833,2018,CVE,High,https://nvd.nist.gov/vuln/detail/CVE-2018-19833,Access Control,Missing Modifier,"The owned function of a smart contract implementation for DDQ, an tradable Ethereum ERC20 token, allows attackers to change the owner of the contract, because the function does \xmarkt check the caller's identity.",Potential unauthorized invocation of owned().,,ERCDDAToken,owned(),19,21,"function owned() public {
        owner = msg.sender;
    }"
ACF-082,CVE-2019-15079,2019,CVE,High,https://nvd.nist.gov/vuln/detail/CVE-2019-15079,Access Control,Missing Modifier,"A typo exists in the constructor of a smart contract implementation for EAI through 2019-06-05, an Ethereum token. This vulnerability could be used by an attacker to acquire EAI tokens for free.","Potential unauthorized invocation of EAI_TokenERC20(uint256 initialSupply, string tokenName, string tokenSymbol).",,EAI_TokenERC,"EAI_TokenERC20(uint256 initialSupply, string tokenName, string tokenSymbol)",33,42,"function EAI_TokenERC20(
        uint256 initialSupply,
        string tokenName,
        string tokenSymbol
    ) public {
        totalSupply = initialSupply * 10 ** uint256(decimals);  // Update total supply with the decimal amount
        balanceOf[msg.sender] = totalSupply;                // Give the creator all initial tokens
        name = tokenName;                                   // Set the name for display purposes
        symbol = tokenSymbol;                               // Set the symbol for display purposes
    }"
ACF-083,CVE-2019-15080,2019,CVE,High,https://nvd.nist.gov/vuln/detail/CVE-2019-15080,Access Control,Missing Modifier,"An issue was discovered in a smart contract implementation for MORPH Token through 2019-06-05, an Ethereum token. A typo in the constructor of the Owned contract (which is inherited by MORPH Token) allows attackers to acquire contract ownership. A new owner can subsequently obtain MORPH Tokens for free and can perform a DoS attack.",Potential unauthorized invocation of owned().,,Owned,owned(),16,18,"function owned() public {
            owner = msg.sender;
        }"
ACF-084,CVE-2020-17753,2020,CVE,High,https://nvd.nist.gov/vuln/detail/CVE-2020-17753,Access Control,Missing Modifier,"An issue was discovered in function addMeByRC in the smart contract implementation for RC, an Ethereum token, allows attackers to transfer an arbitrary amount of tokens to an arbitrary address.",Potential unauthorized invocation of addMeByRC().,,TokenSale,addMeByRC(),451,457,"function addMeByRC() public {
        require(tx.origin == owner);

        rc[ msg.sender ]  = true;

        emit NewRC(msg.sender);
    }"
ACF-085,CVE-2020-35962,2020,CVE,High,https://nvd.nist.gov/vuln/detail/CVE-2020-35962,Access Control,Missing Modifier,"The sellTokenForLRC function in the vault protocol in the smart contract implementation for Loopring (LRC), an Ethereum token, lacks access control for fee swapping and thus allows price manipulation.","Potential unauthorized invocation of sellTokenForLRC(address token, uint amount ) external; /// @dev Returns some global stats regarding fees. /// @return accumulatedFees The accumulated amount of LRC protocol fees. /// @return accumulatedBurn The accumulated amount of LRC to burn. /// @return accumulatedDAOFund The accumulated amount of LRC as developer pool. /// @return accumulatedReward The accumulated amount of LRC as staking reward. /// @return remainingFees The remaining amount of LRC protocol fees. /// @return remainingBurn The remaining amount of LRC to burn. /// @return remainingDAOFund The remaining amount of LRC as developer pool. /// @return remainingReward The remaining amount of LRC as staking reward. getProtocolFeeStats() public view returns ( uint accumulatedFees, uint accumulatedBurn, uint accumulatedDAOFund, uint accumulatedReward, uint remainingFees, uint remainingBurn, uint remainingDAOFund, uint remainingReward ); } /* Copyright 2017 Loopring Project Ltd (Loopring Foundation). Licensed under the Apache License, Version 2.0 (the ""License"").",,IProtocolFeeVault,"sellTokenForLRC(address token, uint amount ) external; /// @dev Returns some global stats regarding fees. /// @return accumulatedFees The accumulated amount of LRC protocol fees. /// @return accumulatedBurn The accumulated amount of LRC to burn. /// @return accumulatedDAOFund The accumulated amount of LRC as developer pool. /// @return accumulatedReward The accumulated amount of LRC as staking reward. /// @return remainingFees The remaining amount of LRC protocol fees. /// @return remainingBurn The remaining amount of LRC to burn. /// @return remainingDAOFund The remaining amount of LRC as developer pool. /// @return remainingReward The remaining amount of LRC as staking reward. getProtocolFeeStats() public view returns ( uint accumulatedFees, uint accumulatedBurn, uint accumulatedDAOFund, uint accumulatedReward, uint remainingFees, uint remainingBurn, uint remainingDAOFund, uint remainingReward ); } /* Copyright 2017 Loopring Project Ltd (Loopring Foundation). Licensed under the Apache License, Version 2.0 (the ""License"")",733,797,"function sellTokenForLRC(
        address token,
        uint    amount
        )
        external;

    /// @dev Returns some global stats regarding fees.
    /// @return accumulatedFees The accumulated amount of LRC protocol fees.
    /// @return accumulatedBurn The accumulated amount of LRC to burn.
    /// @return accumulatedDAOFund The accumulated amount of LRC as developer pool.
    /// @return accumulatedReward The accumulated amount of LRC as staking reward.
    /// @return remainingFees The remaining amount of LRC protocol fees.
    /// @return remainingBurn The remaining amount of LRC to burn.
    /// @return remainingDAOFund The remaining amount of LRC as developer pool.
    /// @return remainingReward The remaining amount of LRC as staking reward.
    function getProtocolFeeStats()
        public
        view
        returns (
            uint accumulatedFees,
            uint accumulatedBurn,
            uint accumulatedDAOFund,
            uint accumulatedReward,
            uint remainingFees,
            uint remainingBurn,
            uint remainingDAOFund,
            uint remainingReward
        );
}

/*

  Copyright 2017 Loopring Project Ltd (Loopring Foundation).

  Licensed under the Apache License, Version 2.0 (the ""License"");
  you may not use this file except in compliance with the License.
  You may obtain a copy of the License at

  http://www.apache.org/licenses/LICENSE-2.0

  Unless required by applicable law or agreed to in writing, software
  distributed under the License is distributed on an ""AS IS"" BASIS,
  WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied.
  See the License for the specific language governing permissions and
  limitations under the License.
*/


/// @title ITokenSeller
/// @dev Use this contract to sell tokenS for as many tokenB.
/// @author Daniel Wang  - <daniel@loopring.org>
contract ITokenSeller
{
    /// @dev Sells all tokenS for tokenB
    /// @param tokenS The token or Ether (0x0) to sell.
    /// @param tokenB The token to buy.
    /// @return success True if success, false otherwise.
    function sellToken(
        address tokenS,
        address tokenB
        )
        external
        payable
        returns (bool success);
}"
ACF-086,HPAY,2022,DeFi Hack Labs,High,https://wooded-meter-1d8.notion.site/0e85e02c5ed34df3855ea9f3ca40f53b?v=22e5e2c506ef4caeb40b4f78e23517ee&p=d4489312830a40819dbfc3ec1fb4246c&pm=s,Access Control,Missing Modifier,Due to _addre is controllable. Attacker can call setToken() to set fake token created by self. 1.setToken to faketoken 2.Deposit faketoken 3.setToken to HPAY 3.withdraw.  over,Potential unauthorized invocation of setToken(address _addr) public.,,defi_hack_1,setToken(address _addr) public,1,5,"function setToken(address _addr) public {
    //vulnerable point**
        configuration.stakingToken = ERC20(_addr);
        configuration.rewardsToken = ERC20(_addr);
    }"
ACF-087,Uerii,2022,DeFi Hack Labs,High,https://wooded-meter-1d8.notion.site/0e85e02c5ed34df3855ea9f3ca40f53b?v=22e5e2c506ef4caeb40b4f78e23517ee&p=006421dce8be4f35a7e869e276d0e6c1&pm=s,Access Control,Missing Modifier,"The privileged entry point mint() public returns (bool) lacks proper authorization validation, allowing unauthorized callers to reach sensitive logic.",Potential unauthorized invocation of mint() public returns (bool).,,Token,mint() public returns (bool),493,496,"    function mint() public returns (bool) {
        _mint( msg.sender, 100000000000000000 );
        return true;
    }"
ACF-088,Templedao,2022,DeFi Hack Labs,High,https://wooded-meter-1d8.notion.site/0e85e02c5ed34df3855ea9f3ca40f53b?v=22e5e2c506ef4caeb40b4f78e23517ee&p=268b5c5612bd4b1dadaa5acb16bc6c06&pm=s,Access Control,Missing Modifier,insufficient access control to the migrateStake function.,"Potential unauthorized invocation of migrateStake(address oldStaking, uint256 amount) external.",,StaxLPStaking,"migrateStake(address oldStaking, uint256 amount) external",241,244,"    function migrateStake(address oldStaking, uint256 amount) external {
        StaxLPStaking(oldStaking).migrateWithdraw(msg.sender, amount);
        _applyStake(msg.sender, amount);
    }"
ACF-089,MevBot private tx,2022,DeFi Hack Labs,High,https://wooded-meter-1d8.notion.site/0e85e02c5ed34df3855ea9f3ca40f53b?v=22e5e2c506ef4caeb40b4f78e23517ee&p=7454c604ef544cf1bf933b7da7979c51&pm=s,Access Control,Missing Modifier,"1) Decompile contract https://bscscan.com/address/0x64dd59d6c7f09dc05b472ce5cb961b6e10106e1d We can see a public function called pancakeCall, which means anyone can call this function.2)Check pancakeCall code logic Once pass all required check then perform 0x10a(v0, varg2, varg1); 3) Track into 0x10a(), we can see transfer funds to addree ""MEM[varg0.data+32]"". Since variable ""[http://varg0.data](https://t.co/KT6EufOI6Z)"" attacker can control over calldata in pancakeCall. So that's why an attacker can drain out the funds from the MEV contract.","Potential unauthorized invocation of pancakeCall(address varg0, uint256 varg1, uint256 varg2, bytes varg3) public Payable.",,defi_hack_4,"pancakeCall(address varg0, uint256 varg1, uint256 varg2, bytes varg3) public Payable",1,12,"function pancakeCall(address varg0, uint256 varg1, uint256 varg2, bytes varg3) public Payable {
    require(msg.data.length - 4 >= 128);
    require(varg0 == vargo);

    require(varg3 <= 0xffffffffffffffff);
    require(4 + varg3 + 31 < msg.data.length);
    require(varg3.length <= @xffffffffffffffff):
    require(4 + varg3 + varg3.length + 32 <= msg.data. length);
    vo = new bytes [l(varg3.length);
    CALLDATACOPY(vO.data,36 + varg3， varg3. length) ;vo[varg3.lenathl = 0:
    0x10a(vo, varg2, varg1);
}"
ACF-090,ShadowFi,2022,DeFi Hack Labs,High,https://wooded-meter-1d8.notion.site/0e85e02c5ed34df3855ea9f3ca40f53b?v=22e5e2c506ef4caeb40b4f78e23517ee&p=35b99513c187402a9aaa74e0baa317a2&pm=s,Access Control,Missing Modifier,"Due to the public access of burn() method, an attacker burned 10.3M SDF in the pair and then sync'd the price. Then they swap 8.4 SDF for 1078 BNB (~$298.2K) and transfer to tornato","Potential unauthorized invocation of burn(address account, uint256 _amount) public.",,defi_hack_5,"burn(address account, uint256 _amount) public",1,5,"function burn(address account, uint256 _amount) public { //vulnerable point
        _transferFrom(account, DEAD, _amount);

        emit burnTokens(account, _amount);
    }"
ACF-091,Reaper Farm,2022,DeFi Hack Labs,High,https://wooded-meter-1d8.notion.site/0e85e02c5ed34df3855ea9f3ca40f53b?v=22e5e2c506ef4caeb40b4f78e23517ee&p=e32c7033b86d42749cc6ad80f27daeaa&pm=s,Access Control,Missing Modifier,"without proper access control, allowing anyone to withdraw anyone else’s funds.","Potential unauthorized invocation of _withdraw(uint256 assets, uint256 shares, address receiver, address owner) internal returns (uint256).",,ReaperVaultV2,"_withdraw(uint256 assets, uint256 shares, address receiver, address owner) internal returns (uint256)",323,369,"    function _withdraw(uint256 assets, uint256 shares, address receiver, address owner) internal returns (uint256) {
        _burn(owner, shares);

        if (assets > IERC20Metadata(asset).balanceOf(address(this))) {
            uint256 totalLoss = 0;
            uint256 queueLength = withdrawalQueue.length;
            uint256 vaultBalance = 0;

            for (uint256 i = 0; i < queueLength; i = _uncheckedInc(i)) {
                vaultBalance = IERC20Metadata(asset).balanceOf(address(this));
                if (assets <= vaultBalance) {
                    break;
                }

                address stratAddr = withdrawalQueue[i];
                uint256 strategyBal = strategies[stratAddr].allocated;
                if (strategyBal == 0) {
                    continue;
                }

                uint256 remaining = assets - vaultBalance;
                uint256 loss = IStrategy(stratAddr).withdraw(Math.min(remaining, strategyBal));
                uint256 actualWithdrawn = IERC20Metadata(asset).balanceOf(address(this)) - vaultBalance;

                // Withdrawer incurs any losses from withdrawing as reported by strat
                if (loss != 0) {
                    assets -= loss;
                    totalLoss += loss;
                    _reportLoss(stratAddr, loss);
                }

                strategies[stratAddr].allocated -= actualWithdrawn;
                totalAllocated -= actualWithdrawn;
            }

            vaultBalance = IERC20Metadata(asset).balanceOf(address(this));
            if (assets > vaultBalance) {
                assets = vaultBalance;
            }

            require(totalLoss <= ((assets + totalLoss) * withdrawMaxLoss) / PERCENT_DIVISOR, ""Cannot exceed the maximum allowed withdraw slippage"");
        }

        IERC20Metadata(asset).safeTransfer(receiver, assets);
        emit Withdraw(msg.sender, receiver, owner, assets, shares);
        return assets;
    }"
ACF-092,SpaceGodzilla,2022,DeFi Hack Labs,High,https://wooded-meter-1d8.notion.site/0e85e02c5ed34df3855ea9f3ca40f53b?v=22e5e2c506ef4caeb40b4f78e23517ee&p=1c6f8927668d481daa6b25fb1bc1317d&pm=s,Access Control,Missing Modifier,"The privileged entry point swapAndLiquifyStepv1() public lacks proper authorization validation, allowing unauthorized callers to reach sensitive logic.",Potential unauthorized invocation of swapAndLiquifyStepv1() public.,,SpaceGodzilla,swapAndLiquifyStepv1() public,1233,1237,"    function swapAndLiquifyStepv1() public {
        uint256 ethBalance = ETH.balanceOf(address(this));
        uint256 tokenBalance = balanceOf(address(this));
        addLiquidityUsdt(tokenBalance, ethBalance);
    }"
